0xE0	TIME SINCE LAST OBC I2C MESSAGE
0xE1	PACKETS UP COUNT
0xE2	PACKETS DOWN COUNT
0xE3	PACKETS UP DROPPED COUNT
0xE4	PACKETS DOWN DROPPED COUNT
